price,postcode,bedrooms,baths,receptions,station,parking,garage,balcony,terrace,garden,porter,security,concierge,new,pre_owned,type_of_building,fireplace,wood_floors,listed,agent
1250000.0,se22,4 beds,2 baths,1 reception,0.5 miles honor oak park,no,yes,no,no,yes,no,no,no,no,yes,terraced house,no,no,"listed on,  , 23rd apr 2021","acorn - dulwich, view , agent,  properties"
1450000.0,n1,4 beds,2 baths,2 receptions,0.3 miles essex road,no,no,no,no,yes,no,no,no,no,yes,terraced house,no,no,"listed on,  , 23rd apr 2021","fine & country - islington, view , agent,  properties"
1800000.0,sw2,4 beds,3 baths,3 receptions,0.2 miles brixton,no,no,no,yes,yes,no,no,no,no,yes,terraced house,yes,no,"listed on,  , 23rd apr 2021","dc derata property, view , agent,  properties"
805000.0,se15,3 beds,1 bath,2 receptions,0.3 miles nunhead,no,no,no,yes,yes,no,no,no,no,yes,terraced house,yes,no,"listed on,  , 23rd apr 2021","doorsteps.co.uk, national, view , agent,  properties"
950000.0,e5,4 beds,2 baths,1 reception,0.4 miles homerton,no,no,no,yes,yes,no,no,no,no,yes,terraced house,no,no,"listed on,  , 23rd apr 2021","stirling ackroyd - clapton, view , agent,  properties"
1350000.0,sw6,4 beds,2 baths,3 receptions,0.5 miles wandsworth town,no,no,no,no,yes,no,no,no,no,yes,terraced house,no,no,"listed on,  , 23rd apr 2021","aspire - fulham south, view , agent,  properties"
1400000.0,sw4,5 beds,2 baths,3 receptions,0.1 miles clapham high street,no,yes,no,yes,yes,no,no,no,no,yes,terrace house,no,no,"listed on,  , 23rd apr 2021","strike, view , agent,  properties"
750000.0,e3,4 beds,2 baths,,0.7 miles mile end,no,no,yes,yes,yes,no,no,no,no,yes,terrace house,no,no,"listed on,  , 23rd apr 2021","oliver jaques, view , agent,  properties"
1700000.0,sw10,3 beds,2 baths,2 receptions,0.3 miles imperial wharf,no,no,no,yes,yes,no,no,no,no,yes,terraced house,yes,no,"listed on,  , 23rd apr 2021","knight frank - chelsea sales, view , agent,  properties"
1500000.0,sw15,4 beds,2 baths,2 receptions,0.3 miles wandsworth riverside quarter pier,no,no,no,no,yes,no,no,no,no,yes,detached house,no,no,"listed on,  , 23rd apr 2021","hamptons - putney sales, view , agent,  properties"
950000.0,se1,4 beds,1 bath,1 reception,0.2 miles borough,yes,no,no,yes,yes,no,no,no,no,yes,terraced house,no,no,"listed on,  , 22nd apr 2021","purplebricks, head office, view , agent,  properties"
1750000.0,n1,4 beds,2 baths,2 receptions,0.1 miles haggerston,no,no,no,yes,yes,no,no,no,no,yes,terrace house,yes,no,"listed on,  , 22nd apr 2021","chestertons - islington, view , agent,  properties"
1595000.0,sw6,4 beds,2 baths,1 reception,0.3 miles parsons green,no,no,no,yes,yes,no,no,no,no,yes,terraced house,no,yes,"listed on,  , 22nd apr 2021","john d wood & co. - parsons green sales, view , agent,  properties"
975000.0,se15,4 beds,2 baths,1 reception,0.2 miles nunhead,no,no,no,yes,yes,no,no,no,no,yes,terraced house,yes,no,"listed on,  , 22nd apr 2021","winkworth - dulwich, view , agent,  properties"
1425000.0,e5,5 beds,3 baths,2 receptions,0.3 miles rectory road,no,no,no,yes,yes,no,no,no,no,yes,terraced house,no,no,"listed on,  , 22nd apr 2021","savills - hackney, view , agent,  properties"
739990.0,se16,3 beds,3 baths,2 receptions,0.1 miles rotherhithe,yes,no,no,no,yes,no,no,no,no,yes,terraced house,no,yes,"listed on,  , 22nd apr 2021","strike, view , agent,  properties"
875000.0,se24,3 beds,2 baths,,0.3 miles loughborough junction,no,no,no,yes,yes,no,no,no,no,yes,terraced house,no,no,"listed on,  , 22nd apr 2021","urban village, view , agent,  properties"
925000.0,sw2,4 beds,1 bath,2 receptions,0.3 miles streatham hill,no,no,no,no,yes,no,no,no,no,yes,detached house,no,no,"listed on,  , 22nd apr 2021","brooks estate agents ltd, view , agent,  properties"
1200000.0,sw18,4 beds,2 baths,,0.5 miles earlsfield,yes,no,no,no,yes,no,no,no,no,yes,terraced house,no,no,"listed on,  , 22nd apr 2021","carter jonas - wandsworth, view , agent,  properties"
2200000.0,sw6,5 beds,3 baths,1 reception,0.2 miles parsons green,no,no,no,yes,yes,no,no,no,no,yes,terrace house,yes,no,"listed on,  , 22nd apr 2021","savills - fulham, view , agent,  properties"
1750000.0,sw11,4 beds,4 baths,1 reception,0.7 miles clapham common,no,no,no,no,yes,no,no,no,no,yes,terraced house,yes,yes,"listed on,  , 22nd apr 2021","barnard marcus - battersea, view , agent,  properties"
1850000.0,w6,5 beds,4 baths,2 receptions,0.6 miles barons court,no,no,no,no,yes,no,no,no,no,yes,terraced house,no,yes,"listed on,  , 22nd apr 2021","lawson rutter, view , agent,  properties"
1500000.0,n19,4 beds,1 bath,3 receptions,0.3 miles archway,no,no,no,yes,yes,no,no,no,no,yes,terraced house,yes,yes,"listed on,  , 22nd apr 2021","rochester place ltd, view , agent,  properties"
,nw8,2 beds,2 baths,2 receptions,0.3 miles edgware road bakerloo,no,no,no,yes,yes,no,no,no,no,yes,terraced house,no,yes,"listed on,  , 22nd apr 2021","lane residential limited, view , agent,  properties"
1350000.0,sw6,4 beds,2 baths,,0.7 miles parsons green,no,no,no,no,yes,no,no,no,no,yes,terraced house,no,yes,"listed on,  , 22nd apr 2021","john d wood & co. - fulham broadway sales, view , agent,  properties"
1695000.0,w10,4 beds,2 baths,2 receptions,0.6 miles white city,no,no,no,yes,yes,no,no,no,no,yes,terraced house,yes,no,"listed on,  , 22nd apr 2021","domus nova, view , agent,  properties"
1400000.0,w14,4 beds,2 baths,2 receptions,0.3 miles west kensington,no,no,no,yes,yes,no,no,no,no,yes,terraced house,no,yes,"listed on,  , 22nd apr 2021","marsh & parsons - fulham, view , agent,  properties"
865000.0,sw2,4 beds,1 bath,2 receptions,0.8 miles clapham common,no,no,no,no,yes,no,no,no,no,yes,terraced house,no,no,"listed on,  , 22nd apr 2021","marsh & parsons - brixton, view , agent,  properties"
1550000.0,n16,4 beds,2 baths,2 receptions,0.5 miles canonbury,no,no,no,no,yes,no,no,no,no,yes,terraced house,yes,no,"listed on,  , 22nd apr 2021","hamptons - islington sales, view , agent,  properties"
950000.0,e5,4 beds,2 baths,2 receptions,0.4 miles homerton,no,no,no,yes,yes,no,no,no,no,yes,terraced house,no,no,"listed on,  , 22nd apr 2021","yopa, view , agent,  properties"
1600000.0,sw6,5 beds,2 baths,2 receptions,0.4 miles parsons green,no,no,no,yes,yes,no,no,no,no,yes,terraced house,no,yes,"listed on,  , 22nd apr 2021","marsh & parsons - bishops park, view , agent,  properties"
1750000.0,nw6,3 beds,2 baths,2 receptions,0.1 miles queens park (london),no,no,no,yes,yes,no,no,no,no,yes,terraced house,no,no,"listed on,  , 22nd apr 2021","knight frank - queens park sales, view , agent,  properties"
850000.0,w6,2 beds,1 bath,1 reception,0.4 miles barons court,no,no,no,no,yes,no,no,no,no,yes,terrace house,no,no,"listed on,  , 22nd apr 2021","hamptons - parsons green & fulham sales, view , agent,  properties"
1300000.0,se15,5 beds,3 baths,2 receptions,0.5 miles east dulwich,no,no,no,yes,yes,no,no,no,no,yes,terraced house,yes,yes,"listed on,  , 22nd apr 2021","acorn - peckham rye, view , agent,  properties"
700000.0,w12,4 beds,1 bath,2 receptions,0.3 miles east acton,no,no,no,no,yes,no,no,no,no,yes,terraced house,no,no,"listed on,  , 22nd apr 2021","northfields - shepherds bush, view , agent,  properties"
1100000.0,se8,3 beds,2 baths,1 reception,0.1 miles st johns (london),no,no,no,no,yes,no,no,no,no,yes,detached house,no,yes,"listed on,  , 22nd apr 2021","conran, view , agent,  properties"
699950.0,se21,2 beds,1 bath,1 reception,0.3 miles west dulwich,no,no,no,no,yes,no,no,no,no,yes,,no,no,"listed on,  , 22nd apr 2021","pedder - dulwich village, view , agent,  properties"
800000.0,se15,3 beds,1 bath,1 reception,0.3 miles queens road (peckham),yes,no,no,yes,yes,no,no,no,no,yes,terraced house,no,no,"listed on,  , 22nd apr 2021","jt clarke london, view , agent,  properties"
775000.0,e8,3 beds,2 baths,1 reception,0.2 miles dalston kingsland,yes,no,no,yes,yes,no,no,no,no,yes,terraced house,no,no,"listed on,  , 22nd apr 2021","purplebricks, head office, view , agent,  properties"
465000.0,sw12,1 bed,1 bath,1 reception,0.5 miles balham,yes,no,no,yes,yes,no,no,no,no,yes,terraced house,no,no,"listed on,  , 22nd apr 2021","atkinson mcleod - aldgate, view , agent,  properties"
1700000.0,sw10,3 beds,2 baths,2 receptions,0.3 miles imperial wharf,no,no,no,no,yes,no,no,no,no,yes,terraced house,no,no,"listed on,  , 22nd apr 2021","tedworth property, view , agent,  properties"
1750000.0,sw11,4 beds,4 baths,2 receptions,0.7 miles clapham junction,no,no,no,yes,yes,no,no,no,no,yes,terraced house,no,no,"listed on,  , 22nd apr 2021","knight frank - battersea and riverside sales, view , agent,  properties"
1250000.0,n1,3 beds,1 bath,1 reception,0.2 miles dalston junction,no,no,no,no,yes,no,no,no,no,yes,terraced house,no,no,"listed on,  , 21st apr 2021","chestertons - islington, view , agent,  properties"
415000.0,e1w,1 bed,1 bath,1 reception,0.1 miles shadwell,no,no,yes,yes,no,no,no,no,no,yes,terraced house,no,no,"listed on,  , 21st apr 2021","abatoria residential ltd, view , agent,  properties"
1200000.0,n1,2 beds,2 baths,1 reception,0.3 miles essex road,no,no,no,no,no,no,no,no,no,yes,terraced house,no,no,"listed on,  , 21st apr 2021","chestertons - islington, view , agent,  properties"
1500000.0,sw12,5 beds,2 baths,2 receptions,0.2 miles wandsworth common,no,no,no,no,yes,no,no,no,no,yes,terraced house,yes,no,"listed on,  , 21st apr 2021","savills - clapham, view , agent,  properties"
1175000.0,sw6,4 beds,2 baths,,0.2 miles imperial wharf,yes,no,no,yes,no,no,no,no,no,yes,terraced house,no,no,"listed on,  , 21st apr 2021","kinleigh folkard & hayward - fulham and chelsea sales, view , agent,  properties"
595000.0,e3,3 beds,1 bath,1 reception,0.4 miles mile end,no,no,no,yes,no,no,no,no,no,yes,terraced house,no,yes,"listed on,  , 21st apr 2021","inner city estates, view , agent,  properties"
1550000.0,sw6,4 beds,2 baths,1 reception,0.4 miles parsons green,no,no,no,no,yes,no,no,no,no,yes,terraced house,no,yes,"listed on,  , 21st apr 2021","savills - bishops park, view , agent,  properties"
725000.0,sw18,3 beds,1 bath,2 receptions,0.6 miles southfields,no,no,no,yes,yes,no,no,no,no,yes,terraced house,no,no,"listed on,  , 21st apr 2021","brinkley's estate agents, view , agent,  properties"
1499950.0,sw11,4 beds,2 baths,2 receptions,0.6 miles clapham junction,no,no,yes,no,yes,no,no,no,no,yes,terraced house,yes,yes,"listed on,  , 21st apr 2021","savills - northcote road, view , agent,  properties"
1500000.0,e8,4 beds,2 baths,2 receptions,0.1 miles hackney downs,no,no,no,no,yes,no,no,no,no,yes,terraced house,yes,yes,"listed on,  , 21st apr 2021","bigmove estate agents, view , agent,  properties"
1295000.0,sw6,4 beds,3 baths,1 reception,0.3 miles fulham broadway,no,no,no,yes,yes,no,no,no,no,yes,terraced house,no,no,"listed on,  , 21st apr 2021","savills - fulham, view , agent,  properties"
1300000.0,se1,2 beds,2 baths,1 reception,0.1 miles southwark,no,no,no,no,yes,no,no,no,no,yes,,no,yes,"listed on,  , 21st apr 2021","hamptons - tower bridge sales, view , agent,  properties"
1500000.0,n7,5 beds,3 baths,2 receptions,0.5 miles holloway road,no,no,no,yes,yes,no,no,no,no,yes,terraced house,no,no,"listed on,  , 21st apr 2021","stirling ackroyd - dalston, view , agent,  properties"
650000.0,e14,3 beds,2 baths,1 reception,0.1 miles all saints,no,no,no,no,yes,no,no,no,no,yes,terraced house,no,no,"listed on,  , 21st apr 2021","savills - canary wharf, view , agent,  properties"
1200000.0,n7,4 beds,2 baths,2 receptions,0.4 miles holloway road,yes,no,no,yes,yes,no,no,no,no,yes,terraced house,no,no,"listed on,  , 21st apr 2021","savills - islington, view , agent,  properties"
1300000.0,w6,4 beds,2 baths,2 receptions,0.2 miles hammersmith,no,no,no,yes,no,no,no,no,no,yes,terraced house,no,no,"listed on,  , 21st apr 2021","knight frank - chiswick sales, view , agent,  properties"
1900000.0,nw6,4 beds,2 baths,2 receptions,0.2 miles kensal rise,no,no,no,yes,yes,no,no,no,no,yes,terraced house,no,no,"listed on,  , 21st apr 2021","knight frank - queens park sales, view , agent,  properties"
800000.0,sw18,2 beds,1 bath,2 receptions,0.2 miles wandsworth town,no,no,no,no,yes,no,no,no,no,yes,terraced house,no,no,"listed on,  , 21st apr 2021","realm estates, view , agent,  properties"
1399000.0,w6,3 beds,4 baths,1 reception,0.3 miles goldhawk road,yes,no,no,no,no,no,no,no,no,yes,terraced house,no,no,"listed on,  , 21st apr 2021","dexters - hammersmith, view , agent,  properties"
735000.0,w6,5 beds,2 baths,,0.4 miles barons court,no,no,no,no,no,no,no,no,no,yes,terraced house,no,no,"listed on,  , 21st apr 2021","vesta property, view , agent,  properties"
1950000.0,n16,4 beds,3 baths,,0.5 miles rectory road,yes,no,no,yes,yes,no,no,no,no,yes,terraced house,no,no,"listed on,  , 21st apr 2021","the modern house, view , agent,  properties"
1625000.0,sw11,5 beds,3 baths,2 receptions,0.5 miles clapham junction,no,no,no,no,yes,no,no,no,no,yes,terraced house,yes,yes,"listed on,  , 21st apr 2021","rampton baseley, view , agent,  properties"
1050000.0,sw4,3 beds,3 baths,1 reception,0.2 miles clapham common,no,yes,yes,yes,no,no,no,no,no,yes,detached house,no,yes,"listed on,  , 21st apr 2021","james pendleton, clapham common & brixton office, view , agent,  properties"
950000.0,e5,4 beds,2 baths,2 receptions,0.4 miles homerton,no,no,no,no,yes,no,no,no,no,yes,terraced house,no,no,"listed on,  , 21st apr 2021","castles - hackney, view , agent,  properties"
1200000.0,sw18,4 beds,2 baths,2 receptions,0.2 miles earlsfield,no,no,no,no,yes,no,no,no,no,yes,terrace house,yes,yes,"listed on,  , 21st apr 2021","hamptons - earlsfield & southfields sales, view , agent,  properties"
700000.0,se8,3 beds,1 bath,1 reception,0.3 miles deptford,yes,no,no,yes,yes,no,no,no,no,yes,terraced house,no,no,"listed on,  , 21st apr 2021","purplebricks, head office, view , agent,  properties"
1350000.0,w6,3 beds,2 baths,2 receptions,0.3 miles ravenscourt park,yes,no,no,yes,yes,no,no,no,no,yes,terraced house,no,no,"listed on,  , 21st apr 2021","horton and garton - hammersmith and shepherds bush, view , agent,  properties"
1225000.0,w12,4 beds,3 baths,2 receptions,0.1 miles shepherd's bush hammersmith & city,no,no,no,yes,yes,no,no,no,no,yes,terraced house,no,no,"listed on,  , 21st apr 2021","horton and garton - hammersmith and shepherds bush, view , agent,  properties"
1200000.0,sw11,5 beds,3 baths,3 receptions,0.3 miles clapham junction,no,no,no,yes,no,no,no,no,no,yes,terraced house,no,no,"listed on,  , 21st apr 2021","john d wood & co. - battersea sales, view , agent,  properties"
1000000.0,nw10,3 beds,1 bath,1 reception,0.1 miles kensal green,no,no,no,yes,yes,no,no,no,no,yes,terraced house,yes,yes,"listed on,  , 20th apr 2021","purplebricks, head office, view , agent,  properties"
2295000.0,sw6,5 beds,3 baths,2 receptions,0.1 miles parsons green,no,no,no,yes,yes,no,no,no,no,yes,terraced house,no,no,"listed on,  , 20th apr 2021","strutt & parker - fulham, view , agent,  properties"
2000000.0,sw6,5 beds,2 baths,2 receptions,0.1 miles parsons green,no,no,no,no,yes,no,no,no,no,yes,terraced house,no,no,"listed on,  , 20th apr 2021","strutt & parker - fulham, view , agent,  properties"
2295000.0,sw6,4 beds,2 baths,2 receptions,0.2 miles parsons green,no,no,no,no,yes,no,no,no,no,yes,terraced house,no,no,"listed on,  , 20th apr 2021","strutt & parker - fulham, view , agent,  properties"
1000000.0,n16,3 beds,,,0.5 miles dalston kingsland,no,no,no,no,yes,no,no,no,no,yes,terraced house,no,no,"listed on,  , 20th apr 2021","hunters - stoke newington, view , agent,  properties"
1700000.0,n8,4 beds,2 baths,2 receptions,0.7 miles highgate,no,no,yes,yes,yes,no,no,no,no,yes,terrace house,no,no,"listed on,  , 20th apr 2021","prickett & ellis, view , agent,  properties"
850000.0,se17,4 beds,2 baths,1 reception,0.4 miles elephant & castle,no,no,no,no,yes,no,no,no,no,yes,terraced house,no,yes,"listed on,  , 20th apr 2021","winkworth - kennington sales, view , agent,  properties"
1250000.0,n16,4 beds,1 bath,1 reception,0.4 miles rectory road,no,no,no,yes,yes,no,no,no,no,yes,terraced house,no,no,"listed on,  , 20th apr 2021","julian reid estate agents, view , agent,  properties"
1225000.0,se15,4 beds,3 baths,2 receptions,0.3 miles nunhead,no,no,no,yes,yes,no,no,no,no,yes,terrace house,no,no,"listed on,  , 20th apr 2021","bryan & keegan ltd, view , agent,  properties"
695000.0,se4,3 beds,1 bath,,0.2 miles brockley,yes,no,no,yes,yes,no,no,no,no,yes,terraced house,no,no,"listed on,  , 20th apr 2021","daisy lets & sales, view , agent,  properties"
675000.0,se16,2 beds,2 baths,2 receptions,0.2 miles surrey quays,no,no,yes,no,yes,no,no,no,no,yes,detached house,no,no,"listed on,  , 20th apr 2021","cbre, view , agent,  properties"
1249000.0,sw18,3 beds,1 bath,2 receptions,0.1 miles wandsworth town,no,no,no,yes,yes,no,no,no,no,yes,terraced house,yes,no,"listed on,  , 20th apr 2021","cound, view , agent,  properties"
955000.0,e1w,3 beds,2 baths,1 reception,0.3 miles wapping,yes,no,yes,no,yes,no,yes,no,no,yes,terraced house,no,yes,"listed on,  , 20th apr 2021","strike, view , agent,  properties"
320000.0,se1,1 bed,1 bath,1 reception,0.7 miles bermondsey,yes,no,no,yes,yes,no,no,no,no,yes,terrace house,no,no,"listed on,  , 20th apr 2021","winkworth - surrey quays, view , agent,  properties"
500000.0,e3,2 beds,2 baths,1 reception,0.3 miles bow road,yes,no,yes,no,no,no,no,no,no,yes,,no,yes,"listed on,  , 20th apr 2021","butler and stag, view , agent,  properties"
1550000.0,sw4,4 beds,2 baths,3 receptions,0.1 miles wandsworth road,no,no,no,no,yes,no,no,no,no,yes,terraced house,no,no,"listed on,  , 20th apr 2021","marsh & parsons - clapham, view , agent,  properties"
1575000.0,se11,5 beds,3 baths,2 receptions,0.1 miles elephant & castle,no,yes,no,yes,yes,no,no,no,no,yes,terraced house,no,no,"listed on,  , 20th apr 2021","knight frank - southbank sales, view , agent,  properties"
800000.0,se10,4 beds,3 baths,4 receptions,0.1 miles deptford bridge,no,no,no,no,no,no,no,no,no,yes,terraced house,no,no,"listed on,  , 20th apr 2021","john payne - greenwich west, view , agent,  properties"
1250000.0,n16,3 beds,,,0.3 miles stoke newington,no,no,no,yes,yes,no,no,no,no,yes,terraced house,yes,no,"listed on,  , 20th apr 2021","nested ltd, view , agent,  properties"
1350000.0,nw6,5 beds,2 baths,1 reception,0.3 miles willesden green,yes,no,no,no,yes,no,no,no,no,yes,detached house,no,no,"listed on,  , 20th apr 2021","marsh & parsons - willesden green, view , agent,  properties"
2200000.0,nw10,5 beds,3 baths,2 receptions,0.3 miles kensal rise,no,no,no,yes,yes,no,no,no,no,yes,terraced house,no,no,"listed on,  , 20th apr 2021","camerons stiff & co., view , agent,  properties"
1950000.0,w2,4 beds,3 baths,2 receptions,0.3 miles westbourne park,yes,no,no,yes,no,no,no,no,no,yes,terraced house,no,no,"listed on,  , 20th apr 2021","knight frank - notting hill sales, view , agent,  properties"
1400000.0,sw18,4 beds,2 baths,2 receptions,0.6 miles wandsworth town,no,no,yes,no,yes,no,no,no,no,yes,terraced house,yes,no,"listed on,  , 20th apr 2021","rampton baseley, view , agent,  properties"
745000.0,e14,3 beds,2 baths,1 reception,0.2 miles masthouse terrace pier,no,yes,no,yes,yes,no,no,no,no,yes,terrace house,no,no,"listed on,  , 20th apr 2021","alex neil estate agents - canary wharf & docklands, view , agent,  properties"
1550000.0,wc1n,2 beds,2 baths,1 reception,0.1 miles russell square,no,yes,no,no,yes,no,no,no,no,yes,terraced house,no,yes,"listed on,  , 20th apr 2021","hurford salvi carr - clerkenwell & city sales, view , agent,  properties"
1550000.0,wc1n,2 beds,2 baths,1 reception,0.1 miles russell square,no,yes,no,no,yes,no,no,no,no,yes,terraced house,no,yes,"listed on,  , 20th apr 2021","hurford salvi carr - islington & shoreditch, view , agent,  properties"
700000.0,se15,3 beds,,,0.2 miles queens road (peckham),yes,no,no,no,yes,no,no,no,no,yes,terraced house,no,no,"listed on,  , 20th apr 2021","roy brooks, view , agent,  properties"
1150000.0,sw18,4 beds,2 baths,2 receptions,0.5 miles earlsfield,no,no,no,yes,yes,no,no,no,no,yes,terraced house,no,no,"listed on,  , 20th apr 2021","cound, view , agent,  properties"
1300000.0,e8,3 beds,1 bath,2 receptions,0.3 miles london fields,no,no,no,no,yes,no,no,no,no,yes,terraced house,yes,no,"listed on,  , 20th apr 2021","dexters - hackney, view , agent,  properties"
1000000.0,se11,3 beds,2 baths,1 reception,0.2 miles lambeth pier,yes,no,no,yes,yes,no,no,no,no,yes,detached house,no,yes,"listed on,  , 20th apr 2021","mylondonhome - south bank, view , agent,  properties"
690000.0,se15,3 beds,2 baths,,0.3 miles queens road (peckham),yes,no,no,yes,yes,no,no,no,no,yes,terraced house,no,no,"listed on,  , 20th apr 2021","hamly real estate ltd, view , agent,  properties"
2350000.0,w11,3 beds,1 bath,1 reception,0.2 miles shepherd's bush,no,no,no,yes,yes,no,no,no,no,yes,terraced house,no,no,"listed on,  , 20th apr 2021","john wilcox & co, view , agent,  properties"
2250000.0,nw1,4 beds,2 baths,3 receptions,0.2 miles camden town,no,no,no,no,yes,no,no,no,no,yes,terraced house,no,no,"listed on,  , 20th apr 2021","john d wood & co. - primrose hill sales, view , agent,  properties"
1450000.0,sw6,4 beds,2 baths,1 reception,0.4 miles imperial wharf,no,no,no,no,yes,no,no,no,no,yes,terraced house,yes,no,"listed on,  , 20th apr 2021","aspire - fulham south, view , agent,  properties"
525000.0,sw2,3 beds,1 bath,1 reception,0.7 miles brixton,no,no,no,yes,yes,no,no,no,no,yes,terraced house,no,no,"listed on,  , 20th apr 2021","townends - streatham, view , agent,  properties"
1850000.0,sw6,4 beds,2 baths,1 reception,0.1 miles parsons green,no,no,no,no,yes,no,no,no,no,yes,terraced house,no,no,"listed on,  , 20th apr 2021","john d wood & co. - parsons green sales, view , agent,  properties"
900000.0,n4,4 beds,1 bath,2 receptions,0.1 miles harringay green lanes,no,no,no,yes,yes,no,no,no,no,yes,terraced house,yes,yes,"listed on,  , 20th apr 2021","paul simon residential sales, view , agent,  properties"
2500000.0,n1,4 beds,2 baths,3 receptions,0.2 miles caledonian road & barnsbury,no,no,no,yes,yes,no,no,no,no,yes,detached house,yes,no,"listed on,  , 20th apr 2021","hamptons - islington sales, view , agent,  properties"
1100000.0,sw11,4 beds,2 baths,1 reception,0.1 miles clapham junction,no,no,no,yes,yes,no,no,no,no,yes,terraced house,yes,yes,"listed on,  , 20th apr 2021","purplebricks, head office, view , agent,  properties"
400000.0,se16,1 bed,1 bath,1 reception,0.3 miles hilton docklands nelson dock pier,yes,no,no,yes,yes,no,no,no,no,yes,terraced house,no,no,"listed on,  , 20th apr 2021","alex neil estate agents - south east london, view , agent,  properties"
1500000.0,n19,5 beds,5 baths,2 receptions,0.3 miles archway,no,no,no,no,yes,no,no,no,no,yes,terraced house,yes,no,"listed on,  , 19th apr 2021","draper meyer property consultants, view , agent,  properties"
1650000.0,sw12,5 beds,3 baths,1 reception,0 miles balham,yes,no,no,yes,yes,no,no,no,no,yes,terraced house,no,no,"listed on,  , 19th apr 2021","rampton baseley, view , agent,  properties"
1550000.0,n1,3 beds,2 baths,1 reception,0.2 miles highbury & islington,no,yes,no,no,yes,no,no,no,no,yes,terraced house,no,yes,"listed on,  , 19th apr 2021","hamptons - islington sales, view , agent,  properties"
